"gene","cell","garp_score","p_value"
"NLRP1","MDA-MB-453","-0.2063633","0.06"
"NLRP1","MDA-MB-468","-0.2290466","0.221"
"NLRP1","SK-BR-3","-0.3612551","0.386"
"NLRP1","SW527","-0.1315241","0.476"
"NLRP1","T-47D","-0.3173792","0.31"
"NLRP1","ZR-75-1","-0.3418646","0.334"
"NLRP1","609050M","-0.3424895","0.179"
"NLRP1","A2780","-0.1452944","0.232"
"NLRP1","A2780_CIS","-0.1919742","0.236"
"NLRP1","MM_OVCAR432_Bast_1","-1.05982","0.134"
"NLRP1","OV-1946","-0.925006","0.073"
"NLRP1","OV-90","-0.2816532","0.223"
"NLRP1","OVCA1369_TR","-2.173785","0.142"
"NLRP1","OVCA433_Bast","-0.6759864","0.429"
"NLRP1","OVCA5","-0.4168572","0.119"
"NLRP1","OVCA8","-0.5088698","0.095"
"NLRP1","OVCAR-3","-1.459173","0.023"
"NLRP1","SK-OV-3","-0.1816598","0.165"
"NLRP1","TOV-1946","-0.6498495","0.12"
"NLRP1","TOV-2223G","-0.2873161","0.287"
"NLRP1","TOV-3133G","-0.360113","0.102"
"NLRP1","AsPC-1","-0.4995421","0.012"
"NLRP1","BxPC-3","-0.3978587","0.25"
"NLRP1","CFPAC-1","-0.2299464","0.06"
"NLRP1","Capan-2","-0.1813228","0.176"
"NLRP1","HPAC","-0.1013266","0.354"
"NLRP1","HPAF-II","-0.06814434","0.838"
"NLRP1","HPDE","-2.022909","0.459"
"NLRP1","Hs 766T","-1.066793","0.111"
"NLRP1","IMIM-PC-1","-0.1841564","0.207"
"NLRP1","IMIM-PC-2","-0.06039954","0.593"
"NLRP1","KP-3","-0.1126193","0.681"
"NLRP1","KP-4","-0.05529664","0.682"
"NLRP1","MIA PaCa-2","-0.01393798","0.925"
"NLRP1","PANC-1","-0.08388622","0.656"
"NLRP1","PL45","-0.2471273","0.32"
"NLRP1","PaTu_8988S","-0.2555869","0.055"
"NLRP1","PaTu_8988T","-0.1923964","0.169"
"NLRP1","Panc 02.03","-0.6999874","0.022"
"NLRP1","Panc 03.27","-0.1774684","0.247"
"NLRP1","Panc 04.03","-0.324521","0.141"
"NLRP1","Panc 05.04","-0.2817026","0.517"
"NLRP1","Panc 08.13","-0.3375625","0.06"
"NLRP1","Panc 10.05","-0.5219465","0.014"
"NLRP1","RWP-1","-0.107458","0.557"
"NLRP1","SK-PC-1","-0.2364379","0.216"
"NLRP1","SK-PC-3","-0.1766246","0.895"
"NLRP1","SU.86.86","-0.2309195","0.109"
"NLRP1","SW1990","-0.2648061","0.211"
"NLRP3","BT-20","-0.3841816","0.205"
"NLRP3","BT-474","-0.2580206","0.342"
"NLRP3","BT-549","-0.7063791","0.058"
"NLRP3","CAL-51","-0.2199744","0.202"
"NLRP3","CAMA-1","-0.4460975","0.242"
"NLRP3","EFM-19","-0.04971849","0.795"
"NLRP3","HCC1143","-0.746051","0.124"
"NLRP3","HCC1187","-0.252356","0.527"
"NLRP3","HCC1395","-0.6356096","0.075"
"NLRP3","HCC1419","-0.1394842","0.604"
"NLRP3","HCC1428","-0.7719666","0.209"
"NLRP3","HCC1500","-0.2504275","0.335"
"NLRP3","HCC1806","-0.5052462","0.387"
"NLRP3","HCC1937","-0.1312282","0.496"
"NLRP3","HCC1954","-0.3910846","0.1"
"NLRP3","HCC38","-0.6090321","0.07"
"NLRP3","Hs 578T","-0.133417","0.266"
"NLRP3","KPL-1","-0.1638279","0.165"
"NLRP3","MCF7","-0.09488498","0.282"
"NLRP3","MDA-MB-157","-0.1816236","0.42"
"NLRP3","MDA-MB-231","-0.3008885","0.293"
"NLRP3","MDA-MB-361","-0.6787774","0.033"
"NLRP3","MDA-MB-436","-0.6662831","0.068"
"NLRP3","MDA-MB-453","-0.1201563","0.15"
"NLRP3","MDA-MB-468","-0.1186376","0.458"
"NLRP3","SK-BR-3","-0.5981863","0.129"
"NLRP3","SW527","-0.1664086","0.37"
"NLRP3","T-47D","-0.2502026","0.452"
"NLRP3","ZR-75-1","-0.5747788","0.091"
"NLRP3","609050M","-0.5335172","0.049"
"NLRP3","A2780","-0.06137049","0.494"
"NLRP3","A2780_CIS","-0.07279915","0.582"
"NLRP3","MM_OVCAR432_Bast_1","-0.1789104","0.905"
"NLRP3","OV-1946","-0.8585143","0.108"
"NLRP3","OV-90","-0.1825522","0.415"
"NLRP3","OVCA1369_TR","-1.242523","0.391"
"NLRP3","OVCA433_Bast","-0.9155661","0.217"
"NLRP3","OVCA5","-0.3675833","0.166"
"NLRP3","OVCA8","-0.2930679","0.375"
"NLRP3","OVCAR-3","-0.3404983","0.593"
"NLRP3","SK-OV-3","-0.03232711","0.723"
"NLRP3","TOV-1946","-0.361156","0.481"
"NLRP3","TOV-2223G","-0.1851896","0.432"
"NLRP3","TOV-3133G","-0.1311388","0.435"
"NLRP3","AsPC-1","-0.2373694","0.215"
"NLRP3","BxPC-3","-0.5619748","0.089"
"NLRP3","CFPAC-1","-0.03045038","0.804"
"NLRP3","Capan-2","-0.1929377","0.153"
"NLRP3","HPAC","-0.1786216","0.118"
"NLRP3","HPAF-II","-0.3271282","0.139"
"NLRP3","HPDE","-4.428987","0.087"
"NLRP3","Hs 766T","-1.089139","0.098"
"NLRP3","IMIM-PC-1","-0.117676","0.494"
"NLRP3","IMIM-PC-2","-0.1648237","0.156"
"NLRP3","KP-3","-0.2963522","0.187"
"NLRP3","KP-4","-0.2522029","0.036"
"NLRP3","MIA PaCa-2","-0.1582509","0.17"
"NLRP3","PANC-1","-0.2856555","0.055"
"NLRP3","PL45","-0.4352597","0.034"
"NLRP3","PaTu_8988S","-0.005611986","0.914"
"NLRP3","PaTu_8988T","-0.1817654","0.193"
"NLRP3","Panc 02.03","-0.4714933","0.099"
"NLRP3","Panc 03.27","-0.2342443","0.15"
"NLRP3","Panc 04.03","-0.4018021","0.069"
"NLRP3","Panc 05.04","-0.5371478","0.081"
"NLRP3","Panc 08.13","-0.09561905","0.583"
"NLRP3","Panc 10.05","-0.1874914","0.341"
"NLRP3","RWP-1","-0.1775301","0.373"
"NLRP3","SK-PC-1","-0.2498917","0.186"
"NLRP3","SK-PC-3","-0.6842611","0.113"
"NLRP3","SU.86.86","-0.05416644","0.608"
"NLRP3","SW1990","-0.1785988","0.471"
"NOL3","BT-20","-0.5016599","0.097"
"NOL3","BT-474","-0.2623445","0.335"
"NOL3","BT-549","-0.3192647","0.412"
"NOL3","CAL-51","-0.1593188","0.413"
"NOL3","CAMA-1","-0.5560415","0.124"
"NOL3","EFM-19","-0.2865881","0.139"
"NOL3","HCC1143","-0.8427156","0.08"
"NOL3","HCC1187","-0.4762548","0.181"
"NOL3","HCC1395","-0.7220737","0.042"
"NOL3","HCC1419","-0.3034465","0.217"
"NOL3","HCC1428","-0.7598415","0.217"
"NOL3","HCC1500","-0.4183001","0.118"
"NOL3","HCC1806","-0.7101642","0.183"
"NOL3","HCC1937","-0.3655142","0.122"
"NOL3","HCC1954","-0.259721","0.26"
"NOL3","HCC38","-0.4386654","0.178"
"NOL3","Hs 578T","0.004827606","0.906"
"NOL3","KPL-1","-0.1041085","0.4"
"NOL3","MCF7","-0.1995343","0.075"
"NOL3","MDA-MB-157","-0.1506589","0.528"
"NOL3","MDA-MB-231","-0.2960337","0.298"
"NOL3","MDA-MB-361","-0.3011115","0.28"
"NOL3","MDA-MB-436","-0.3529796","0.312"
"NOL3","MDA-MB-453","0.02569813","0.925"
"NOL3","MDA-MB-468","-0.3301612","0.109"
"NOL3","SK-BR-3","-0.3205867","0.452"
"NOL3","SW527","-0.1537258","0.416"
"NOL3","T-47D","-0.4098405","0.169"
"NOL3","ZR-75-1","-0.2947039","0.419"
"NOL3","609050M","-0.3543791","0.163"
"NOL3","A2780","-0.09362147","0.375"
"NOL3","A2780_CIS","-0.3647175","0.048"
"NOL3","MM_OVCAR432_Bast_1","-1.292576","0.056"
"NOL3","OV-1946","-0.948449","0.062"
"NOL3","OV-90","-0.8518481","0.006"
"NOL3","OVCA1369_TR","-1.700548","0.246"
"NOL3","OVCA433_Bast","-1.191428","0.081"
"NOL3","OVCA5","-0.2533413","0.298"
"NOL3","OVCA8","-0.3242185","0.315"
"NOL3","OVCAR-3","-0.8875318","0.175"
"NOL3","SK-OV-3","-0.3458409","0.024"
"NOL3","TOV-1946","-0.351918","0.505"
"NOL3","TOV-2223G","-1.260318","0.002"
"NOL3","TOV-3133G","-0.09296469","0.571"
"NOL3","AsPC-1","-0.2282227","0.238"
"NOL3","BxPC-3","-0.4720251","0.162"
"NOL3","CFPAC-1","-0.2390594","0.052"
"NOL3","Capan-2","-0.2321443","0.107"
"NOL3","HPAC","-0.1961612","0.09"
"NOL3","HPAF-II","-0.3483885","0.119"
"NOL3","HPDE","-1.801788","0.519"
"NOL3","Hs 766T","-0.9726202","0.167"
"NOL3","IMIM-PC-1","-0.1694251","0.244"
"NOL3","IMIM-PC-2","-0.0401692","0.749"
"NOL3","KP-3","-0.3240021","0.141"
"NOL3","KP-4","-0.1574527","0.171"
"NOL3","MIA PaCa-2","-0.1206682","0.269"
"NOL3","PANC-1","-0.09973058","0.572"
"NOL3","PL45","-0.2534841","0.306"
"NOL3","PaTu_8988S","-0.2824515","0.041"
"NOL3","PaTu_8988T","-0.164723","0.23"
"NOL3","Panc 02.03","-0.1956551","0.634"
"NOL3","Panc 03.27","-0.2163273","0.177"
"NOL3","Panc 04.03","-0.2491409","0.287"
"NOL3","Panc 05.04","-0.4376462","0.199"
"NOL3","Panc 08.13","-0.2013499","0.204"
"NOL3","Panc 10.05","-0.3437432","0.085"
"NOL3","RWP-1","-0.4131737","0.083"
"NOL3","SK-PC-1","-0.312831","0.087"
"NOL3","SK-PC-3","-0.4799436","0.348"
"NOL3","SU.86.86","-0.3210024","0.05"
"NOL3","SW1990","-0.4258455","0.031"
"OPA1","BT-20","-0.385936","0.202"
"OPA1","BT-474","-0.2827705","0.294"
"OPA1","BT-549","-0.6350818","0.085"
"OPA1","CAL-51","-0.2602728","0.14"
"OPA1","CAMA-1","-0.6020656","0.093"
"OPA1","EFM-19","-0.2400234","0.212"
"OPA1","HCC1143","-0.5210142","0.297"
"OPA1","HCC1187","-0.351814","0.334"
"OPA1","HCC1395","-0.5601165","0.117"
"OPA1","HCC1419","-0.3374541","0.169"
"OPA1","HCC1428","-0.762121","0.216"
"OPA1","HCC1500","-0.2420538","0.352"
"OPA1","HCC1806","-0.8015581","0.119"
"OPA1","HCC1937","-0.0573701","0.714"
"OPA1","HCC1954","-0.3105439","0.174"
"OPA1","HCC38","-0.2615754","0.458"
"OPA1","Hs 578T","-0.2190093","0.119"
"OPA1","KPL-1","-0.2378802","0.061"
"OPA1","MCF7","-0.1013931","0.243"
"OPA1","MDA-MB-157","-0.511573","0.043"
"OPA1","MDA-MB-231","-0.2968067","0.298"
"OPA1","MDA-MB-361","-0.5083354","0.082"
"OPA1","MDA-MB-436","-0.3150156","0.376"
"OPA1","MDA-MB-453","-0.01267692","0.573"
"OPA1","MDA-MB-468","-0.4396427","0.051"
"OPA1","SK-BR-3","-0.2634844","0.551"
"OPA1","SW527","-0.3223074","0.081"
"OPA1","T-47D","-0.1840036","0.603"
"OPA1","ZR-75-1","-0.2730832","0.46"
"OPA1","609050M","-0.3704765","0.152"
"OPA1","A2780","-0.05390749","0.529"
"OPA1","A2780_CIS","-0.1287267","0.376"
"OPA1","MM_OVCAR432_Bast_1","-0.8001869","0.295"
"OPA1","OV-1946","-0.595561","0.303"
"OPA1","OV-90","-0.4103509","0.097"
"OPA1","OVCA1369_TR","-0.7674841","0.576"
"OPA1","OVCA433_Bast","-0.78883","0.333"
"OPA1","OVCA5","-0.296734","0.238"
"OPA1","OVCA8","-0.2117357","0.537"
"OPA1","OVCAR-3","-0.8876815","0.175"
"OPA1","SK-OV-3","-0.1730105","0.183"
"OPA1","TOV-1946","-0.3578008","0.493"
"OPA1","TOV-2223G","-0.06319772","0.707"
"OPA1","TOV-3133G","-0.805516","0.013"
"OPA1","AsPC-1","-0.1477803","0.464"
"OPA1","BxPC-3","-0.4614611","0.171"
"OPA1","CFPAC-1","-0.03280006","0.792"
"OPA1","Capan-2","-0.07532384","0.49"
"OPA1","HPAC","-0.1037751","0.344"
"OPA1","HPAF-II","-0.2623219","0.222"
"OPA1","HPDE","-1.737128","0.534"
"OPA1","Hs 766T","-0.7070331","0.467"
"OPA1","IMIM-PC-1","-0.04642588","0.934"
"OPA1","IMIM-PC-2","-0.1947636","0.105"
"OPA1","KP-3","-0.2437236","0.29"
"OPA1","KP-4","-0.1066755","0.371"
"OPA1","MIA PaCa-2","-0.07266735","0.524"
"OPA1","PANC-1","-0.266963","0.077"
"OPA1","PL45","-0.2325306","0.358"
"OPA1","PaTu_8988S","-0.156612","0.196"
"OPA1","PaTu_8988T","-0.1478723","0.277"
"OPA1","Panc 02.03","-0.3929015","0.179"
"OPA1","Panc 03.27","-0.1539023","0.313"
"OPA1","Panc 04.03","-0.2761466","0.221"
"OPA1","Panc 05.04","-0.6311722","0.031"
"OPA1","Panc 08.13","-0.2534624","0.119"
"OPA1","Panc 10.05","-0.1458543","0.455"
"OPA1","RWP-1","-0.1189544","0.524"
"OPA1","SK-PC-1","-0.3020098","0.104"
"OPA1","SK-PC-3","-0.5292122","0.284"
"OPA1","SU.86.86","-0.2369549","0.107"
"OPA1","SW1990","-0.164868","0.52"
"PMAIP1","BT-20","-0.1997111","0.514"
"PMAIP1","BT-474","-0.06543532","0.844"
"PMAIP1","BT-549","-0.3759084","0.329"
"PMAIP1","CAL-51","-0.1275092","0.555"
"PMAIP1","CAMA-1","-0.4928321","0.177"
"PMAIP1","EFM-19","-0.165237","0.388"
"PMAIP1","HCC1143","-0.01134891","0.96"
"PMAIP1","HCC1187","-0.3036002","0.419"
"PMAIP1","HCC1395","-0.1784749","0.699"
"PMAIP1","HCC1419","-0.05670681","0.881"
"PMAIP1","HCC1428","-0.01234913","0.965"
"PMAIP1","HCC1500","-0.1714059","0.51"
"PMAIP1","HCC1806","-0.1564136","0.864"
"PMAIP1","HCC1937","-0.04679362","0.75"
"PMAIP1","HCC1954","-0.08271963","0.751"
"PMAIP1","HCC38","-0.198469","0.599"
"PMAIP1","Hs 578T","-0.005828134","0.872"
"PMAIP1","KPL-1","-0.05929769","0.757"
"PMAIP1","MCF7","-0.05157563","0.537"
"PMAIP1","MDA-MB-157","-0.05258302","0.847"
"PMAIP1","MDA-MB-231","-0.03995976","0.822"
"PMAIP1","MDA-MB-361","0.03807718","0.991"
"PMAIP1","MDA-MB-436","-0.3821063","0.271"
"PMAIP1","MDA-MB-453","-0.004163313","0.65"
"PMAIP1","MDA-MB-468","-0.0282624","0.844"
"PMAIP1","SK-BR-3","-0.1305932","0.8"
"PMAIP1","SW527","-0.09653834","0.597"
"PMAIP1","T-47D","-0.1291554","0.768"
"PMAIP1","ZR-75-1","-0.2798196","0.449"
"PMAIP1","609050M","-0.095206","0.781"
"PMAIP1","A2780","-0.05837088","0.51"
"PMAIP1","A2780_CIS","0.004446263","0.903"
"PMAIP1","MM_OVCAR432_Bast_1","-0.7403816","0.347"
"PMAIP1","OV-1946","-0.0652685","0.985"
"PMAIP1","OV-90","-0.2855784","0.216"
"PMAIP1","OVCA1369_TR","-1.568395","0.284"
"PMAIP1","OVCA433_Bast","-0.08975482","0.98"
"PMAIP1","OVCA5","-0.02924059","0.931"
"PMAIP1","OVCA8","-0.2524306","0.454"
"PMAIP1","OVCAR-3","-0.1296177","0.838"
"PMAIP1","SK-OV-3","-0.04298275","0.661"
"PMAIP1","TOV-1946","-0.02500327","0.978"
"PMAIP1","TOV-2223G","-0.1957926","0.41"
"PMAIP1","TOV-3133G","-0.09765893","0.551"
"PMAIP1","AsPC-1","-0.08880673","0.693"
"PMAIP1","BxPC-3","-0.07792591","0.902"
"PMAIP1","CFPAC-1","-0.01835951","0.892"
"PMAIP1","Capan-2","-0.05595248","0.6"
"PMAIP1","HPAC","-0.0398794","0.729"
"PMAIP1","HPAF-II","-0.1578589","0.509"
"PMAIP1","HPDE","-0.363956","0.898"
"PMAIP1","Hs 766T","-0.3983744","0.851"
"PMAIP1","IMIM-PC-1","-0.1670705","0.253"
"PMAIP1","IMIM-PC-2","-0.06265946","0.578"
"PMAIP1","KP-3","-0.08566323","0.779"
"PMAIP1","KP-4","-0.08226838","0.5"
"PMAIP1","MIA PaCa-2","-0.09905371","0.388"
"PMAIP1","PANC-1","-0.07835414","0.692"
"PMAIP1","PL45","-0.1324251","0.677"
"PMAIP1","PaTu_8988S","-0.04521505","0.673"
"PMAIP1","PaTu_8988T","-0.05032388","0.842"
"PMAIP1","Panc 02.03","-0.09578321","0.937"
"PMAIP1","Panc 03.27","-0.06214068","0.703"
"PMAIP1","Panc 04.03","-0.07527678","0.839"
"PMAIP1","Panc 05.04","-0.2831856","0.514"
"PMAIP1","Panc 08.13","-0.02144451","0.911"
"PMAIP1","Panc 10.05","-0.05938395","0.757"
"PMAIP1","RWP-1","-0.07287965","0.657"
"PMAIP1","SK-PC-1","-0.1133066","0.606"
"PMAIP1","SK-PC-3","-0.1717266","0.902"
"PMAIP1","SU.86.86","-0.008855362","0.82"
"PMAIP1","SW1990","-0.1816645","0.464"
"PYCARD","BT-20","-0.09621214","0.776"
"PYCARD","BT-474","-0.2313208","0.398"
"PYCARD","BT-549","-0.2754628","0.494"
"PYCARD","CAL-51","-0.1158039","0.613"
"PYCARD","CAMA-1","-0.5592014","0.122"
"PYCARD","EFM-19","-0.1384258","0.488"
"PYCARD","HCC1143","-0.4601018","0.365"
"PYCARD","HCC1187","-0.4375578","0.21"
"PYCARD","HCC1395","-0.2229963","0.596"
"PYCARD","HCC1419","-0.3579812","0.152"
"PYCARD","HCC1428","-0.5755256","0.354"
"PYCARD","HCC1500","-0.2888417","0.267"
"PYCARD","HCC1806","-0.2228998","0.781"
"PYCARD","HCC1937","-0.4055953","0.094"
"PYCARD","HCC1954","-0.1502118","0.498"
"PYCARD","HCC38","-0.3420135","0.306"
"PYCARD","Hs 578T","0.07588488","1"
"PYCARD","KPL-1","-0.07240663","0.646"
"PYCARD","MCF7","-0.0324664","0.662"
"PYCARD","MDA-MB-157","-0.1188776","0.63"
"PYCARD","MDA-MB-231","-0.09476651","0.698"
"PYCARD","MDA-MB-361","-0.2420473","0.409"
"PYCARD","MDA-MB-436","-0.4358364","0.206"
"PYCARD","MDA-MB-453","-0.06439527","0.29"
"PYCARD","MDA-MB-468","-0.2627456","0.175"
"PYCARD","SK-BR-3","-0.1694764","0.732"
"PYCARD","SW527","-0.09357796","0.608"
"PYCARD","T-47D","-0.20454","0.558"
"PYCARD","ZR-75-1","-0.34442","0.33"
"PYCARD","609050M","-0.224115","0.38"
"PYCARD","A2780","0.001681045","0.761"
"PYCARD","A2780_CIS","-0.2391614","0.153"
"PYCARD","MM_OVCAR432_Bast_1","-0.8228927","0.276"
"PYCARD","OV-1946","-0.4154491","0.532"
"PYCARD","OV-90","-0.07267636","0.749"
"PYCARD","OVCA1369_TR","-2.037304","0.166"
"PYCARD","OVCA433_Bast","-0.6592098","0.445"
"PYCARD","OVCA5","-0.1426746","0.562"
"PYCARD","OVCA8","-0.450917","0.16"
"PYCARD","OVCAR-3","-0.3437584","0.591"
"PYCARD","SK-OV-3","-0.02643851","0.749"
"PYCARD","TOV-1946","-0.3564058","0.498"
"PYCARD","TOV-2223G","-0.3300915","0.236"
"PYCARD","TOV-3133G","-0.2390261","0.205"
"PYCARD","AsPC-1","-0.05242947","0.827"
"PYCARD","BxPC-3","-0.3259978","0.365"
"PYCARD","CFPAC-1","-0.07728547","0.495"
"PYCARD","Capan-2","-0.09345035","0.409"
"PYCARD","HPAC","-0.07996249","0.473"
"PYCARD","HPAF-II","-0.1866767","0.424"
"PYCARD","HPDE","-0.02955927","0.96"
"PYCARD","Hs 766T","-0.7422957","0.425"
"PYCARD","IMIM-PC-1","-0.07539777","0.765"
"PYCARD","IMIM-PC-2","-0.05506434","0.643"
"PYCARD","KP-3","-0.1635589","0.509"
"PYCARD","KP-4","-0.1217197","0.299"
"PYCARD","MIA PaCa-2","0.02250607","1"
"PYCARD","PANC-1","-0.1210837","0.476"
"PYCARD","PL45","-0.1172038","0.73"
"PYCARD","PaTu_8988S","-0.06367451","0.557"
"PYCARD","PaTu_8988T","-0.1359999","0.317"
"PYCARD","Panc 02.03","-0.1332178","0.853"
"PYCARD","Panc 03.27","-0.04766059","0.768"
"PYCARD","Panc 04.03","-0.1633835","0.544"
"PYCARD","Panc 05.04","-0.1681416","0.781"
"PYCARD","Panc 08.13","-0.1625269","0.31"
"PYCARD","Panc 10.05","-0.04281132","0.813"
"PYCARD","RWP-1","0.02165961","0.948"
"PYCARD","SK-PC-1","-0.09225823","0.695"
"PYCARD","SK-PC-3","-0.5263405","0.289"
"PYCARD","SU.86.86","0.04755894","0.987"
"PYCARD","SW1990","-0.2573947","0.229"
"RIPK1","BT-20","-0.5375715","0.077"
"RIPK1","BT-474","-0.4206412","0.14"
"RIPK1","BT-549","-0.2819872","0.483"
"RIPK1","CAL-51","-0.07250706","0.858"
"RIPK1","CAMA-1","-0.3051352","0.461"
"RIPK1","EFM-19","0.03297583","0.979"
"RIPK1","HCC1143","-0.3706895","0.466"
"RIPK1","HCC1187","-0.2810759","0.473"
"RIPK1","HCC1395","-0.5159945","0.149"
"RIPK1","HCC1419","-0.1485531","0.578"
"RIPK1","HCC1428","-0.6324807","0.304"
"RIPK1","HCC1500","-0.2100259","0.431"
"RIPK1","HCC1806","-0.6316345","0.244"
"RIPK1","HCC1937","-0.156358","0.435"
"RIPK1","HCC1954","-0.1095783","0.645"
"RIPK1","HCC38","-0.272911","0.431"
"RIPK1","Hs 578T","-0.08001395","0.472"
"RIPK1","KPL-1","-0.1413339","0.227"
"RIPK1","MCF7","-0.2039013","0.069"
"RIPK1","MDA-MB-157","-0.202292","0.377"
"RIPK1","MDA-MB-231","-0.1987235","0.466"
"RIPK1","MDA-MB-361","-0.2415299","0.409"
"RIPK1","MDA-MB-436","-0.1927134","0.667"
"RIPK1","MDA-MB-453","0.0005994744","0.703"
"RIPK1","MDA-MB-468","-0.2816327","0.158"
"RIPK1","SK-BR-3","-0.3274499","0.446"
"RIPK1","SW527","-0.1881409","0.316"
"RIPK1","T-47D","-0.240829","0.478"
"RIPK1","ZR-75-1","-0.2586285","0.488"
"RIPK1","609050M","-0.1566248","0.566"
"RIPK1","A2780","-0.1001999","0.358"
"RIPK1","A2780_CIS","-0.08923448","0.511"
"RIPK1","MM_OVCAR432_Bast_1","-0.5848808","0.515"
"RIPK1","OV-1946","-0.5844485","0.313"
"RIPK1","OV-90","-0.5326895","0.055"
"RIPK1","OVCA1369_TR","-0.5570593","0.701"
"RIPK1","OVCA433_Bast","-0.42508","0.702"
"RIPK1","OVCA5","-0.3007578","0.235"
"RIPK1","OVCA8","-0.466534","0.136"
"RIPK1","OVCAR-3","-1.610974","0.014"
"RIPK1","SK-OV-3","-0.1768683","0.171"
"RIPK1","TOV-1946","-0.584833","0.187"
"RIPK1","TOV-2223G","-0.2870614","0.287"
"RIPK1","TOV-3133G","-0.06049249","0.686"
"RIPK1","AsPC-1","-0.2130245","0.279"
"RIPK1","BxPC-3","-0.2600911","0.496"
"RIPK1","CFPAC-1","-0.09305992","0.405"
"RIPK1","Capan-2","-0.05569799","0.603"
"RIPK1","HPAC","-0.05815965","0.601"
"RIPK1","HPAF-II","-0.1306071","0.61"
"RIPK1","HPDE","-1.225456","0.688"
"RIPK1","Hs 766T","-1.086493","0.1"
"RIPK1","IMIM-PC-1","-0.186741","0.202"
"RIPK1","IMIM-PC-2","-0.06622837","0.563"
"RIPK1","KP-3","-0.2750379","0.225"
"RIPK1","KP-4","-0.1680546","0.155"
"RIPK1","MIA PaCa-2","-0.0923388","0.424"
"RIPK1","PANC-1","-0.1406489","0.394"
"RIPK1","PL45","-0.2772093","0.255"
"RIPK1","PaTu_8988S","-0.0668323","0.539"
"RIPK1","PaTu_8988T","-0.1772393","0.202"
"RIPK1","Panc 02.03","-0.1996983","0.618"
"RIPK1","Panc 03.27","-0.1021348","0.517"
"RIPK1","Panc 04.03","-0.3152109","0.148"
"RIPK1","Panc 05.04","-0.2804672","0.522"
"RIPK1","Panc 08.13","-0.1168414","0.478"
"RIPK1","Panc 10.05","-0.2178897","0.261"
"RIPK1","RWP-1","-0.54114","0.031"
"RIPK1","SK-PC-1","-0.05446273","0.882"
"RIPK1","SK-PC-3","-0.7468719","0.078"
"RIPK1","SU.86.86","-0.1034044","0.404"
"RIPK1","SW1990","-0.1654098","0.517"
"RIPK3","BT-20","-0.4439409","0.141"
"RIPK3","BT-474","-0.5307361","0.07"
"RIPK3","BT-549","-0.8005846","0.038"
"RIPK3","CAL-51","-0.2029087","0.252"
"RIPK3","CAMA-1","-0.936404","0.01"
"RIPK3","EFM-19","-0.2520373","0.191"
"RIPK3","HCC1143","-1.194367","0.01"
"RIPK3","HCC1187","-0.4900175","0.165"
"RIPK3","HCC1395","-0.5997608","0.095"
"RIPK3","HCC1419","-0.2931319","0.231"
"RIPK3","HCC1428","-0.9371812","0.136"
"RIPK3","HCC1500","-0.7786998","0.009"
"RIPK3","HCC1806","-0.8808121","0.084"
"RIPK3","HCC1937","-0.3932378","0.101"
"RIPK3","HCC1954","-0.911985","0.002"
"RIPK3","HCC38","-0.3985949","0.227"
"RIPK3","Hs 578T","-0.1854233","0.159"
"RIPK3","KPL-1","-0.2347087","0.065"
"RIPK3","MCF7","-0.3648555","0.022"
"RIPK3","MDA-MB-157","-0.2564096","0.263"
"RIPK3","MDA-MB-231","-1.074384","0.01"
"RIPK3","MDA-MB-361","-0.9371019","0.007"
"RIPK3","MDA-MB-436","-1.021146","0.011"
"RIPK3","MDA-MB-453","-0.1480161","0.109"
"RIPK3","MDA-MB-468","-0.8084972","0.007"
"RIPK3","SK-BR-3","-0.6963939","0.067"
"RIPK3","SW527","-0.3727467","0.049"
"RIPK3","T-47D","-0.9213437","0"
"RIPK3","ZR-75-1","-0.5886929","0.081"
"RIPK3","609050M","-0.6762155","0.018"
"RIPK3","A2780","-0.1866297","0.177"
"RIPK3","A2780_CIS","-0.2749276","0.12"
"RIPK3","MM_OVCAR432_Bast_1","-1.521798","0.017"
"RIPK3","OV-1946","-0.9957209","0.045"
"RIPK3","OV-90","-0.2982555","0.193"
"RIPK3","OVCA1369_TR","-2.357292","0.12"
"RIPK3","OVCA433_Bast","-1.811377","0.002"
"RIPK3","OVCA5","-0.2475193","0.311"
"RIPK3","OVCA8","-0.6986712","0.016"
"RIPK3","OVCAR-3","-1.155366","0.072"
"RIPK3","SK-OV-3","-0.1720589","0.184"
"RIPK3","TOV-1946","-0.6035674","0.168"
"RIPK3","TOV-2223G","-0.5095737","0.11"
"RIPK3","TOV-3133G","-0.5154487","0.053"
"RIPK3","AsPC-1","-0.518089","0.009"
"RIPK3","BxPC-3","-0.9329185","0.009"
"RIPK3","CFPAC-1","-0.249726","0.045"
"RIPK3","Capan-2","-0.0784852","0.473"
"RIPK3","HPAC","-0.3840313","0.004"
"RIPK3","HPAF-II","-0.568278","0.01"
"RIPK3","HPDE","-3.834404","0.13"
"RIPK3","Hs 766T","-0.9570686","0.183"
"RIPK3","IMIM-PC-1","-0.129673","0.42"
"RIPK3","IMIM-PC-2","-0.1100612","0.32"
"RIPK3","KP-3","-0.4426509","0.052"
"RIPK3","KP-4","-0.1419611","0.219"
"RIPK3","MIA PaCa-2","-0.1045627","0.355"
"RIPK3","PANC-1","-0.3458936","0.02"
"RIPK3","PL45","-0.4527024","0.024"
"RIPK3","PaTu_8988S","-0.2781693","0.043"
"RIPK3","PaTu_8988T","-0.4129629","0.003"
"RIPK3","Panc 02.03","-0.4389279","0.119"
